pruid,prname,date,numconf,numtotal,numtoday
61,Northwest Territories,6/28/2020,5,5,0
62,Nunavut,6/28/2020,0,0,0
99,Repatriated travellers,6/28/2020,13,13,0
1,Canada,6/28/2020,103239,103250,218
59,British Columbia,6/29/2020,2904,2904,26
48,Alberta,6/29/2020,8067,8067,71
47,Saskatchewan,6/29/2020,779,779,1
46,Manitoba,6/29/2020,313,324,2
35,Ontario,6/29/2020,34911,34911,257
24,Quebec,6/29/2020,55390,55390,311
10,Newfoundland and Labrador,6/29/2020,261,261,0
13,New Brunswick,6/29/2020,165,165,0
12,Nova Scotia,6/29/2020,1061,1061,0
11,Prince Edward Island,6/29/2020,27,27,0
60,Yukon,6/29/2020,11,11,0
61,Northwest Territories,6/29/2020,5,5,0
62,Nunavut,6/29/2020,0,0,0
99,Repatriated travellers,6/29/2020,13,13,0
1,Canada,6/29/2020,103907,103918,668
59,British Columbia,6/30/2020,2916,2916,12
48,Alberta,6/30/2020,8108,8108,41
47,Saskatchewan,6/30/2020,785,785,6
46,Manitoba,6/30/2020,314,325,1
35,Ontario,6/30/2020,35068,35068,157
24,Quebec,6/30/2020,55458,55458,68
10,Newfoundland and Labrador,6/30/2020,261,261,0
13,New Brunswick,6/30/2020,165,165,0
12,Nova Scotia,6/30/2020,1062,1062,1
11,Prince Edward Island,6/30/2020,27,27,0
60,Yukon,6/30/2020,11,11,0
61,Northwest Territories,6/30/2020,5,5,0
62,Nunavut,6/30/2020,0,0,0
99,Repatriated travellers,6/30/2020,13,13,0
1,Canada,6/30/2020,104193,104204,286
59,British Columbia,7/1/2020,2916,2916,0
48,Alberta,7/1/2020,8108,8108,0
47,Saskatchewan,7/1/2020,785,785,0
46,Manitoba,7/1/2020,314,325,0
35,Ontario,7/1/2020,35068,35068,0
24,Quebec,7/1/2020,55458,55458,0
10,Newfoundland and Labrador,7/1/2020,261,261,0
13,New Brunswick,7/1/2020,165,165,0
12,Nova Scotia,7/1/2020,1062,1062,0
11,Prince Edward Island,7/1/2020,27,27,0
60,Yukon,7/1/2020,11,11,0
61,Northwest Territories,7/1/2020,5,5,0
62,Nunavut,7/1/2020,0,0,0
99,Repatriated travellers,7/1/2020,13,13,0
1,Canada,7/1/2020,104193,104204,0
59,British Columbia,7/2/2020,2940,2940,24
48,Alberta,7/2/2020,8202,8202,94
47,Saskatchewan,7/2/2020,795,795,10
46,Manitoba,7/2/2020,314,325,0
35,Ontario,7/2/2020,35370,35370,302
24,Quebec,7/2/2020,55593,55593,135
10,Newfoundland and Labrador,7/2/2020,261,261,0
13,New Brunswick,7/2/2020,165,165,0
12,Nova Scotia,7/2/2020,1064,1064,2
11,Prince Edward Island,7/2/2020,27,27,0
60,Yukon,7/2/2020,11,11,0
61,Northwest Territories,7/2/2020,5,5,0
62,Nunavut,7/2/2020,0,0,0
99,Repatriated travellers,7/2/2020,13,13,0
1,Canada,7/2/2020,104760,104771,567
59,British Columbia,7/3/2020,2947,2947,7
48,Alberta,7/3/2020,8259,8259,57
47,Saskatchewan,7/3/2020,796,796,1
46,Manitoba,7/3/2020,314,325,0
35,Ontario,7/3/2020,35535,35535,165
24,Quebec,7/3/2020,55682,55682,89
10,Newfoundland and Labrador,7/3/2020,261,261,0
13,New Brunswick,7/3/2020,165,165,0
12,Nova Scotia,7/3/2020,1064,1064,0
11,Prince Edward Island,7/3/2020,27,27,0
60,Yukon,7/3/2020,11,11,0
61,Northwest Territories,7/3/2020,5,5,0
62,Nunavut,7/3/2020,0,0,0
99,Repatriated travellers,7/3/2020,13,13,0
1,Canada,7/3/2020,105079,105090,319
59,British Columbia,7/4/2020,2947,2947,0
48,Alberta,7/4/2020,8259,8259,0
47,Saskatchewan,7/4/2020,796,796,0
46,Manitoba,7/4/2020,314,325,0
35,Ontario,7/4/2020,35656,35656,121
24,Quebec,7/4/2020,55784,55784,102
10,Newfoundland and Labrador,7/4/2020,261,261,0
13,New Brunswick,7/4/2020,165,165,0
12,Nova Scotia,7/4/2020,1064,1064,0
11,Prince Edward Island,7/4/2020,30,30,3
60,Yukon,7/4/2020,11,11,0
61,Northwest Territories,7/4/2020,5,5,0
62,Nunavut,7/4/2020,0,0,0
99,Repatriated travellers,7/4/2020,13,13,0
1,Canada,7/4/2020,105305,105316,226
59,British Columbia,7/5/2020,2947,2947,0
48,Alberta,7/5/2020,8259,8259,0
47,Saskatchewan,7/5/2020,796,796,0
46,Manitoba,7/5/2020,314,325,0
35,Ontario,7/5/2020,35794,35794,138
24,Quebec,7/5/2020,55863,55863,79
10,Newfoundland and Labrador,7/5/2020,261,261,0
13,New Brunswick,7/5/2020,165,165,0
12,Nova Scotia,7/5/2020,1064,1064,0
11,Prince Edward Island,7/5/2020,32,32,2
60,Yukon,7/5/2020,11,11,0
61,Northwest Territories,7/5/2020,5,5,0
62,Nunavut,7/5/2020,0,0,0
99,Repatriated travellers,7/5/2020,13,13,0
1,Canada,7/5/2020,105524,105535,219
59,British Columbia,7/6/2020,2978,2978,31
48,Alberta,7/6/2020,8389,8389,130
47,Saskatchewan,7/6/2020,805,805,9
46,Manitoba,7/6/2020,314,325,0
35,Ontario,7/6/2020,35948,35948,154
24,Quebec,7/6/2020,55937,55937,74
10,Newfoundland and Labrador,7/6/2020,261,261,0
13,New Brunswick,7/6/2020,165,165,0
12,Nova Scotia,7/6/2020,1065,1065,1
11,Prince Edward Island,7/6/2020,32,32,0
60,Yukon,7/6/2020,11,11,0
61,Northwest Territories,7/6/2020,5,5,0
62,Nunavut,7/6/2020,0,0,0
99,Repatriated travellers,7/6/2020,13,13,0
1,Canada,7/6/2020,105923,105934,399
59,British Columbia,7/7/2020,2990,2990,12
48,Alberta,7/7/2020,8436,8436,47
47,Saskatchewan,7/7/2020,806,806,1
46,Manitoba,7/7/2020,314,325,0
35,Ontario,7/7/2020,36060,36060,112
24,Quebec,7/7/2020,55997,55997,60
10,Newfoundland and Labrador,7/7/2020,261,261,0
13,New Brunswick,7/7/2020,165,165,0
12,Nova Scotia,7/7/2020,1065,1065,0
11,Prince Edward Island,7/7/2020,32,32,0
60,Yukon,7/7/2020,11,11,0
61,Northwest Territories,7/7/2020,5,5,0
62,Nunavut,7/7/2020,0,0,0
99,Repatriated travellers,7/7/2020,13,13,0
1,Canada,7/7/2020,106155,106166,232
59,British Columbia,7/8/2020,3008,3008,18
48,Alberta,7/8/2020,8482,8482,46
47,Saskatchewan,7/8/2020,808,808,2
46,Manitoba,7/8/2020,314,325,0
35,Ontario,7/8/2020,36178,36178,118
24,Quebec,7/8/2020,56079,56079,82
10,Newfoundland and Labrador,7/8/2020,261,261,0
13,New Brunswick,7/8/2020,165,165,0
12,Nova Scotia,7/8/2020,1066,1066,1
11,Prince Edward Island,7/8/2020,32,32,0
60,Yukon,7/8/2020,11,11,0
61,Northwest Territories,7/8/2020,5,5,0
62,Nunavut,7/8/2020,0,0,0
99,Repatriated travellers,7/8/2020,13,13,0
1,Canada,7/8/2020,106422,106433,267
59,British Columbia,7/9/2020,3028,3028,20
48,Alberta,7/9/2020,8519,8519,37
47,Saskatchewan,7/9/2020,813,813,5
46,Manitoba,7/9/2020,314,325,0
35,Ontario,7/9/2020,36348,36348,170
24,Quebec,7/9/2020,56216,56216,137
10,Newfoundland and Labrador,7/9/2020,261,261,0
13,New Brunswick,7/9/2020,166,166,1
12,Nova Scotia,7/9/2020,1066,1066,0
11,Prince Edward Island,7/9/2020,33,33,1
60,Yukon,7/9/2020,11,11,0
61,Northwest Territories,7/9/2020,5,5,0
62,Nunavut,7/9/2020,0,0,0
99,Repatriated travellers,7/9/2020,13,13,0
1,Canada,7/9/2020,106793,106804,371
59,British Columbia,7/10/2020,3053,3053,25
48,Alberta,7/10/2020,8596,8596,77
47,Saskatchewan,7/10/2020,815,815,2
46,Manitoba,7/10/2020,314,325,0
35,Ontario,7/10/2020,36464,36464,116
24,Quebec,7/10/2020,56316,56316,100
10,Newfoundland and Labrador,7/10/2020,262,262,1
13,New Brunswick,7/10/2020,166,166,0
12,Nova Scotia,7/10/2020,1066,1066,0
11,Prince Edward Island,7/10/2020,33,33,0
60,Yukon,7/10/2020,11,11,0
61,Northwest Territories,7/10/2020,5,5,0
62,Nunavut,7/10/2020,0,0,0
99,Repatriated travellers,7/10/2020,13,13,0
1,Canada,7/10/2020,107114,107125,321
59,British Columbia,7/11/2020,3053,3053,0
48,Alberta,7/11/2020,8596,8596,0
47,Saskatchewan,7/11/2020,815,815,0
46,Manitoba,7/11/2020,314,325,0
35,Ontario,7/11/2020,36594,36594,130
24,Quebec,7/11/2020,56407,56407,91
10,Newfoundland and Labrador,7/11/2020,262,262,0
13,New Brunswick,7/11/2020,166,166,0
12,Nova Scotia,7/11/2020,1066,1066,0
11,Prince Edward Island,7/11/2020,33,33,0
60,Yukon,7/11/2020,11,11,0
61,Northwest Territories,7/11/2020,5,5,0
62,Nunavut,7/11/2020,0,0,0
99,Repatriated travellers,7/11/2020,13,13,0
1,Canada,7/11/2020,107335,107346,221
59,British Columbia,7/12/2020,3053,3053,0
48,Alberta,7/12/2020,8596,8596,0
47,Saskatchewan,7/12/2020,815,815,0
46,Manitoba,7/12/2020,314,325,0
35,Ontario,7/12/2020,36723,36723,129
24,Quebec,7/12/2020,56521,56521,114
10,Newfoundland and Labrador,7/12/2020,262,262,0
13,New Brunswick,7/12/2020,166,166,0
12,Nova Scotia,7/12/2020,1066,1066,0
11,Prince Edward Island,7/12/2020,34,34,1
60,Yukon,7/12/2020,11,11,0
61,Northwest Territories,7/12/2020,5,5,0
62,Nunavut,7/12/2020,0,0,0
99,Repatriated travellers,7/12/2020,13,13,0
1,Canada,7/12/2020,107579,107590,244
59,British Columbia,7/13/2020,3115,3115,62
48,Alberta,7/13/2020,8826,8826,230
47,Saskatchewan,7/13/2020,871,871,56
46,Manitoba,7/13/2020,314,325,0
35,Ontario,7/13/2020,36839,36839,116
24,Quebec,7/13/2020,56621,56621,100
10,Newfoundland and Labrador,7/13/2020,262,262,0
13,New Brunswick,7/13/2020,166,166,0
12,Nova Scotia,7/13/2020,1066,1066,0
11,Prince Edward Island,7/13/2020,35,35,1
60,Yukon,7/13/2020,11,11,0
61,Northwest Territories,7/13/2020,5,5,0
62,Nunavut,7/13/2020,0,0,0
99,Repatriated travellers,7/13/2020,13,13,0
1,Canada,7/13/2020,108144,108155,565
59,British Columbia,7/14/2020,3128,3128,13
48,Alberta,7/14/2020,8912,8912,86
47,Saskatchewan,7/14/2020,876,876,5
46,Manitoba,7/14/2020,319,330,5
35,Ontario,7/14/2020,36950,36950,111
24,Quebec,7/14/2020,56730,56730,109
10,Newfoundland and Labrador,7/14/2020,262,262,0
13,New Brunswick,7/14/2020,167,167,1
12,Nova Scotia,7/14/2020,1066,1066,0
11,Prince Edward Island,7/14/2020,36,36,1
60,Yukon,7/14/2020,11,11,0
61,Northwest Territories,7/14/2020,5,5,0
62,Nunavut,7/14/2020,0,0,0
99,Repatriated travellers,7/14/2020,13,13,0
1,Canada,7/14/2020,108475,108486,331
59,British Columbia,7/15/2020,3149,3149,21
48,Alberta,7/15/2020,8994,8994,82
47,Saskatchewan,7/15/2020,881,881,5
46,Manitoba,7/15/2020,319,330,0
35,Ontario,7/15/2020,37052,37052,102
24,Quebec,7/15/2020,56859,56859,129
10,Newfoundland and Labrador,7/15/2020,262,262,0
13,New Brunswick,7/15/2020,168,168,1
12,Nova Scotia,7/15/2020,1067,1067,1
11,Prince Edward Island,7/15/2020,36,36,0
60,Yukon,7/15/2020,11,11,0
61,Northwest Territories,7/15/2020,5,5,0
62,Nunavut,7/15/2020,0,0,0
99,Repatriated travellers,7/15/2020,13,13,0
1,Canada,7/15/2020,108816,108827,341
59,British Columbia,7/16/2020,3170,3170,21
48,Alberta,7/16/2020,9114,9114,120
47,Saskatchewan,7/16/2020,923,923,42
46,Manitoba,7/16/2020,320,331,1
35,Ontario,7/16/2020,37163,37163,111
24,Quebec,7/16/2020,57001,57001,142
10,Newfoundland and Labrador,7/16/2020,262,262,0
13,New Brunswick,7/16/2020,168,168,0
12,Nova Scotia,7/16/2020,1067,1067,0
11,Prince Edward Island,7/16/2020,36,36,0
60,Yukon,7/16/2020,11,11,0
61,Northwest Territories,7/16/2020,5,5,0
62,Nunavut,7/16/2020,0,0,0
99,Repatriated travellers,7/16/2020,13,13,0
1,Canada,7/16/2020,109253,109264,437
59,British Columbia,7/17/2020,3198,3198,28
48,Alberta,7/17/2020,9219,9219,105
47,Saskatchewan,7/17/2020,936,936,13
46,Manitoba,7/17/2020,325,336,5
35,Ontario,7/17/2020,37274,37274,111
24,Quebec,7/17/2020,57142,57142,141
10,Newfoundland and Labrador,7/17/2020,262,262,0
13,New Brunswick,7/17/2020,168,168,0
12,Nova Scotia,7/17/2020,1067,1067,0
11,Prince Edward Island,7/17/2020,36,36,0
60,Yukon,7/17/2020,13,13,2
61,Northwest Territories,7/17/2020,5,5,0
62,Nunavut,7/17/2020,0,0,0
99,Repatriated travellers,7/17/2020,13,13,0
1,Canada,7/17/2020,109658,109669,405
59,British Columbia,7/18/2020,3198,3198,0
48,Alberta,7/18/2020,9219,9219,0
47,Saskatchewan,7/18/2020,941,941,5
46,Manitoba,7/18/2020,326,337,1
35,Ontario,7/18/2020,37440,37440,166
24,Quebec,7/18/2020,57300,57300,158
10,Newfoundland and Labrador,7/18/2020,262,262,0
13,New Brunswick,7/18/2020,168,168,0
12,Nova Scotia,7/18/2020,1067,1067,0
11,Prince Edward Island,7/18/2020,36,36,0
60,Yukon,7/18/2020,13,13,0
61,Northwest Territories,7/18/2020,5,5,0
62,Nunavut,7/18/2020,0,0,0
99,Repatriated travellers,7/18/2020,13,13,0
1,Canada,7/18/2020,109988,109999,330
59,British Columbia,7/19/2020,3198,3198,0
48,Alberta,7/19/2020,9219,9219,0
47,Saskatchewan,7/19/2020,943,943,2
46,Manitoba,7/19/2020,332,343,6
35,Ontario,7/19/2020,37604,37604,164
24,Quebec,7/19/2020,57466,57466,166
10,Newfoundland and Labrador,7/19/2020,262,262,0
13,New Brunswick,7/19/2020,169,169,1
12,Nova Scotia,7/19/2020,1067,1067,0
11,Prince Edward Island,7/19/2020,36,36,0
60,Yukon,7/19/2020,13,13,0
61,Northwest Territories,7/19/2020,5,5,0
62,Nunavut,7/19/2020,0,0,0
99,Repatriated travellers,7/19/2020,13,13,0
1,Canada,7/19/2020,110327,110338,339
59,British Columbia,7/20/2020,3300,3300,102
48,Alberta,7/20/2020,9587,9587,368
47,Saskatchewan,7/20/2020,962,962,19
46,Manitoba,7/20/2020,343,354,11
35,Ontario,7/20/2020,37739,37739,135
24,Quebec,7/20/2020,57616,57616,150
10,Newfoundland and Labrador,7/20/2020,262,262,0
13,New Brunswick,7/20/2020,170,170,1
12,Nova Scotia,7/20/2020,1067,1067,0
11,Prince Edward Island,7/20/2020,36,36,0
60,Yukon,7/20/2020,13,13,0
61,Northwest Territories,7/20/2020,5,5,0
62,Nunavut,7/20/2020,0,0,0
99,Repatriated travellers,7/20/2020,13,13,0
1,Canada,7/20/2020,111113,111124,786
59,British Columbia,7/21/2020,3328,3328,28
48,Alberta,7/21/2020,9728,9728,141
47,Saskatchewan,7/21/2020,970,970,8
46,Manitoba,7/21/2020,353,366,12
35,Ontario,7/21/2020,37942,37942,203
24,Quebec,7/21/2020,57796,57796,180
10,Newfoundland and Labrador,7/21/2020,263,263,1
13,New Brunswick,7/21/2020,170,170,0
12,Nova Scotia,7/21/2020,1067,1067,0
11,Prince Edward Island,7/21/2020,36,36,0
60,Yukon,7/21/2020,13,13,0
61,Northwest Territories,7/21/2020,5,5,0
62,Nunavut,7/21/2020,0,0,0
99,Repatriated travellers,7/21/2020,13,13,0
1,Canada,7/21/2020,111684,111697,573
59,British Columbia,7/22/2020,3362,3362,34
48,Alberta,7/22/2020,9861,9861,133
47,Saskatchewan,7/22/2020,1030,1030,60
46,Manitoba,7/22/2020,361,374,8
35,Ontario,7/22/2020,38107,38107,165
24,Quebec,7/22/2020,57938,57938,142
10,Newfoundland and Labrador,7/22/2020,264,264,1
13,New Brunswick,7/22/2020,170,170,0
12,Nova Scotia,7/22/2020,1067,1067,0
11,Prince Edward Island,7/22/2020,36,36,0
60,Yukon,7/22/2020,13,13,0
61,Northwest Territories,7/22/2020,5,5,0
62,Nunavut,7/22/2020,0,0,0
99,Repatriated travellers,7/22/2020,13,13,0
1,Canada,7/22/2020,112227,112240,543
59,British Columbia,7/23/2020,3392,3392,30
48,Alberta,7/23/2020,9975,9975,114
47,Saskatchewan,7/23/2020,1072,1072,42
46,Manitoba,7/23/2020,362,375,1
35,Ontario,7/23/2020,38210,38210,103
24,Quebec,7/23/2020,58080,58080,142
10,Newfoundland and Labrador,7/23/2020,264,264,0
13,New Brunswick,7/23/2020,170,170,0
12,Nova Scotia,7/23/2020,1067,1067,0
11,Prince Edward Island,7/23/2020,36,36,0
60,Yukon,7/23/2020,13,13,0
61,Northwest Territories,7/23/2020,5,5,0
62,Nunavut,7/23/2020,0,0,0
99,Repatriated travellers,7/23/2020,13,13,0
1,Canada,7/23/2020,112659,112672,432
59,British Columbia,7/24/2020,3419,3419,27
48,Alberta,7/24/2020,10086,10086,111
47,Saskatchewan,7/24/2020,1099,1099,27
46,Manitoba,7/24/2020,371,384,9
35,Ontario,7/24/2020,38405,38405,195
24,Quebec,7/24/2020,58243,58243,163
10,Newfoundland and Labrador,7/24/2020,265,265,1
13,New Brunswick,7/24/2020,170,170,0
12,Nova Scotia,7/24/2020,1067,1067,0
11,Prince Edward Island,7/24/2020,36,36,0
60,Yukon,7/24/2020,14,14,1
61,Northwest Territories,7/24/2020,5,5,0
62,Nunavut,7/24/2020,0,0,0
99,Repatriated travellers,7/24/2020,13,13,0
1,Canada,7/24/2020,113193,113206,534
59,British Columbia,7/25/2020,3419,3419,0
48,Alberta,7/25/2020,10086,10086,0
47,Saskatchewan,7/25/2020,1136,1136,37
46,Manitoba,7/25/2020,375,388,4
35,Ontario,7/25/2020,38543,38543,138
24,Quebec,7/25/2020,58414,58414,171
10,Newfoundland and Labrador,7/25/2020,265,265,0
13,New Brunswick,7/25/2020,170,170,0
12,Nova Scotia,7/25/2020,1067,1067,0
11,Prince Edward Island,7/25/2020,36,36,0
60,Yukon,7/25/2020,14,14,0
61,Northwest Territories,7/25/2020,5,5,0
62,Nunavut,7/25/2020,0,0,0
99,Repatriated travellers,7/25/2020,13,13,0
1,Canada,7/25/2020,113543,113556,350
59,British Columbia,7/26/2020,3419,3419,0
48,Alberta,7/26/2020,10086,10086,0
47,Saskatchewan,7/26/2020,1178,1178,42
46,Manitoba,7/26/2020,381,394,6
35,Ontario,7/26/2020,38680,38680,137
24,Quebec,7/26/2020,58583,58583,169
10,Newfoundland and Labrador,7/26/2020,266,266,1
13,New Brunswick,7/26/2020,170,170,0
12,Nova Scotia,7/26/2020,1067,1067,0
11,Prince Edward Island,7/26/2020,36,36,0
60,Yukon,7/26/2020,14,14,0
61,Northwest Territories,7/26/2020,5,5,0
62,Nunavut,7/26/2020,0,0,0
99,Repatriated travellers,7/26/2020,13,13,0
1,Canada,7/26/2020,113898,113911,355
59,British Columbia,7/27/2020,3500,3500,81
48,Alberta,7/27/2020,10390,10390,304
47,Saskatchewan,7/27/2020,1209,1209,31
46,Manitoba,7/27/2020,387,400,6
35,Ontario,7/27/2020,38799,38799,119
24,Quebec,7/27/2020,58728,58728,145
10,Newfoundland and Labrador,7/27/2020,266,266,0
13,New Brunswick,7/27/2020,170,170,0
12,Nova Scotia,7/27/2020,1067,1067,0
11,Prince Edward Island,7/27/2020,36,36,0
60,Yukon,7/27/2020,14,14,0
61,Northwest Territories,7/27/2020,5,5,0
62,Nunavut,7/27/2020,0,0,0
99,Repatriated travellers,7/27/2020,13,13,0
1,Canada,7/27/2020,114584,114597,686
59,British Columbia,7/28/2020,3523,3523,23
48,Alberta,7/28/2020,10470,10470,80
47,Saskatchewan,7/28/2020,1218,1218,9
46,Manitoba,7/28/2020,391,405,5
35,Ontario,7/28/2020,38910,38910,111
24,Quebec,7/28/2020,58897,58897,169
10,Newfoundland and Labrador,7/28/2020,266,266,0
13,New Brunswick,7/28/2020,170,170,0
12,Nova Scotia,7/28/2020,1067,1067,0
11,Prince Edward Island,7/28/2020,36,36,0
60,Yukon,7/28/2020,14,14,0
61,Northwest Territories,7/28/2020,5,5,0
62,Nunavut,7/28/2020,0,0,0
99,Repatriated travellers,7/28/2020,13,13,0
1,Canada,7/28/2020,114980,114994,397
59,British Columbia,7/29/2020,3562,3562,39
48,Alberta,7/29/2020,10603,10603,133
47,Saskatchewan,7/29/2020,1268,1268,50
46,Manitoba,7/29/2020,393,407,2
35,Ontario,7/29/2020,38986,38986,76
24,Quebec,7/29/2020,59009,59009,112
10,Newfoundland and Labrador,7/29/2020,266,266,0
13,New Brunswick,7/29/2020,170,170,0
12,Nova Scotia,7/29/2020,1067,1067,0
11,Prince Edward Island,7/29/2020,36,36,0
60,Yukon,7/29/2020,14,14,0
61,Northwest Territories,7/29/2020,5,5,0
62,Nunavut,7/29/2020,0,0,0
99,Repatriated travellers,7/29/2020,13,13,0
1,Canada,7/29/2020,115392,115406,412
59,British Columbia,7/30/2020,3591,3591,29
48,Alberta,7/30/2020,10716,10716,113
47,Saskatchewan,7/30/2020,1306,1306,38
46,Manitoba,7/30/2020,395,409,2
35,Ontario,7/30/2020,39075,39075,89
24,Quebec,7/30/2020,59131,59131,122
10,Newfoundland and Labrador,7/30/2020,266,266,0
13,New Brunswick,7/30/2020,170,170,0
12,Nova Scotia,7/30/2020,1067,1067,0
11,Prince Edward Island,7/30/2020,36,36,0
60,Yukon,7/30/2020,14,14,0
61,Northwest Territories,7/30/2020,5,5,0
62,Nunavut,7/30/2020,0,0,0
99,Repatriated travellers,7/30/2020,13,13,0
1,Canada,7/30/2020,115785,115799,393
59,British Columbia,7/31/2020,3641,3641,50
48,Alberta,7/31/2020,10843,10843,127
47,Saskatchewan,7/31/2020,1319,1319,13
46,Manitoba,7/31/2020,401,415,6
35,Ontario,7/31/2020,39209,39209,134
24,Quebec,7/31/2020,59312,59312,181
10,Newfoundland and Labrador,7/31/2020,266,266,0
13,New Brunswick,7/31/2020,170,170,0
12,Nova Scotia,7/31/2020,1069,1069,2
11,Prince Edward Island,7/31/2020,36,36,0
60,Yukon,7/31/2020,14,14,0
61,Northwest Territories,7/31/2020,5,5,0
62,Nunavut,7/31/2020,0,0,0
99,Repatriated travellers,7/31/2020,13,13,0
1,Canada,7/31/2020,116298,116312,513
59,British Columbia,8/1/2020,3641,3641,0
48,Alberta,8/1/2020,10843,10843,0
47,Saskatchewan,8/1/2020,1334,1334,15
46,Manitoba,8/1/2020,403,417,2
35,Ontario,8/1/2020,39333,39333,124
24,Quebec,8/1/2020,59458,59458,146
10,Newfoundland and Labrador,8/1/2020,266,266,0
13,New Brunswick,8/1/2020,170,170,0
12,Nova Scotia,8/1/2020,1069,1069,0
11,Prince Edward Island,8/1/2020,36,36,0
60,Yukon,8/1/2020,14,14,0
61,Northwest Territories,8/1/2020,5,5,0
62,Nunavut,8/1/2020,0,0,0
99,Repatriated travellers,8/1/2020,13,13,0
1,Canada,8/1/2020,116585,116599,287
59,British Columbia,8/2/2020,3641,3641,0
48,Alberta,8/2/2020,10843,10843,0
47,Saskatchewan,8/2/2020,1342,1342,8
46,Manitoba,8/2/2020,421,435,18
35,Ontario,8/2/2020,39449,39449,116
24,Quebec,8/2/2020,59599,59599,141
10,Newfoundland and Labrador,8/2/2020,266,266,0
13,New Brunswick,8/2/2020,170,170,0
12,Nova Scotia,8/2/2020,1071,1071,2
11,Prince Edward Island,8/2/2020,36,36,0
60,Yukon,8/2/2020,14,14,0
61,Northwest Territories,8/2/2020,5,5,0
62,Nunavut,8/2/2020,0,0,0
99,Repatriated travellers,8/2/2020,13,13,0
1,Canada,8/2/2020,116870,116884,285
59,British Columbia,8/3/2020,3641,3641,0
48,Alberta,8/3/2020,10843,10843,0
47,Saskatchewan,8/3/2020,1359,1359,17
46,Manitoba,8/3/2020,428,442,7
35,Ontario,8/3/2020,39449,39449,0
24,Quebec,8/3/2020,59722,59722,123
10,Newfoundland and Labrador,8/3/2020,266,266,0
13,New Brunswick,8/3/2020,170,170,0
12,Nova Scotia,8/3/2020,1071,1071,0
11,Prince Edward Island,8/3/2020,36,36,0
60,Yukon,8/3/2020,14,14,0
61,Northwest Territories,8/3/2020,5,5,0
62,Nunavut,8/3/2020,0,0,0
99,Repatriated travellers,8/3/2020,13,13,0
1,Canada,8/3/2020,117017,117031,147
59,British Columbia,8/4/2020,3787,3787,146
48,Alberta,8/4/2020,11146,11146,303
47,Saskatchewan,8/4/2020,1368,1368,9
46,Manitoba,8/4/2020,428,443,1
35,Ontario,8/4/2020,39628,39628,179
24,Quebec,8/4/2020,59845,59845,123
10,Newfoundland and Labrador,8/4/2020,266,266,0
13,New Brunswick,8/4/2020,170,170,0
12,Nova Scotia,8/4/2020,1071,1071,0
11,Prince Edward Island,8/4/2020,36,36,0
60,Yukon,8/4/2020,14,14,0
61,Northwest Territories,8/4/2020,5,5,0
62,Nunavut,8/4/2020,0,0,0
99,Repatriated travellers,8/4/2020,13,13,0
1,Canada,8/4/2020,117777,117792,761
59,British Columbia,8/5/2020,3834,3834,47
48,Alberta,8/5/2020,11240,11240,94
47,Saskatchewan,8/5/2020,1376,1376,8
46,Manitoba,8/5/2020,429,444,1
35,Ontario,8/5/2020,39714,39714,86
24,Quebec,8/5/2020,60000,60000,155
10,Newfoundland and Labrador,8/5/2020,266,266,0
13,New Brunswick,8/5/2020,174,174,4
12,Nova Scotia,8/5/2020,1071,1071,0
11,Prince Edward Island,8/5/2020,36,36,0
60,Yukon,8/5/2020,14,14,0
61,Northwest Territories,8/5/2020,5,5,0
62,Nunavut,8/5/2020,0,0,0
99,Repatriated travellers,8/5/2020,13,13,0
1,Canada,8/5/2020,118172,118187,395
59,British Columbia,8/6/2020,3881,3881,47
48,Alberta,8/6/2020,11296,11296,56
47,Saskatchewan,8/6/2020,1387,1387,11
46,Manitoba,8/6/2020,459,474,30
35,Ontario,8/6/2020,39809,39809,95
24,Quebec,8/6/2020,60133,60133,133
10,Newfoundland and Labrador,8/6/2020,266,266,0
13,New Brunswick,8/6/2020,176,176,2
12,Nova Scotia,8/6/2020,1071,1071,0
11,Prince Edward Island,8/6/2020,36,36,0
60,Yukon,8/6/2020,14,14,0
61,Northwest Territories,8/6/2020,5,5,0
62,Nunavut,8/6/2020,0,0,0
99,Repatriated travellers,8/6/2020,13,13,0
1,Canada,8/6/2020,118546,118561,374
59,British Columbia,8/7/2020,3934,3934,53
48,Alberta,8/7/2020,11430,11430,134
47,Saskatchewan,8/7/2020,1409,1409,22
46,Manitoba,8/7/2020,476,491,17
35,Ontario,8/7/2020,39897,39897,88
24,Quebec,8/7/2020,60241,60241,108
10,Newfoundland and Labrador,8/7/2020,267,267,1
13,New Brunswick,8/7/2020,176,176,0
12,Nova Scotia,8/7/2020,1071,1071,0
11,Prince Edward Island,8/7/2020,36,36,0
60,Yukon,8/7/2020,15,15,1
61,Northwest Territories,8/7/2020,5,5,0
62,Nunavut,8/7/2020,0,0,0
99,Repatriated travellers,8/7/2020,13,13,0
1,Canada,8/7/2020,118970,118985,424
59,British Columbia,8/8/2020,3934,3934,0
48,Alberta,8/8/2020,11430,11430,0
47,Saskatchewan,8/8/2020,1433,1433,24
46,Manitoba,8/8/2020,492,507,16
35,Ontario,8/8/2020,39967,39967,70
24,Quebec,8/8/2020,60367,60367,126
10,Newfoundland and Labrador,8/8/2020,267,267,0
13,New Brunswick,8/8/2020,176,176,0
12,Nova Scotia,8/8/2020,1071,1071,0
11,Prince Edward Island,8/8/2020,36,36,0
60,Yukon,8/8/2020,15,15,0
