pruid,prname,date,numconf,numtotal,numtoday
24,Quebec,7/12/2021,375915,375915,52
10,Newfoundland and Labrador,7/12/2021,1402,1402,0
13,New Brunswick,7/12/2021,2336,2336,0
12,Nova Scotia,7/12/2021,5869,5869,0
11,Prince Edward Island,7/12/2021,208,208,0
60,Yukon,7/12/2021,461,461,0
61,Northwest Territories,7/12/2021,128,128,0
62,Nunavut,7/12/2021,657,657,0
99,Repatriated travellers,7/12/2021,13,13,0
1,Canada,7/12/2021,1421102,1421102,272
59,British Columbia,7/13/2021,148187,148187,33
48,Alberta,7/13/2021,232536,232536,35
47,Saskatchewan,7/13/2021,49304,49304,27
46,Manitoba,7/13/2021,56934,56934,16
35,Ontario,7/13/2021,547409,547409,146
24,Quebec,7/13/2021,375969,375969,54
10,Newfoundland and Labrador,7/13/2021,1407,1407,5
13,New Brunswick,7/13/2021,2336,2336,0
12,Nova Scotia,7/13/2021,5870,5870,1
11,Prince Edward Island,7/13/2021,208,208,0
60,Yukon,7/13/2021,480,480,19
61,Northwest Territories,7/13/2021,128,128,0
62,Nunavut,7/13/2021,657,657,0
99,Repatriated travellers,7/13/2021,13,13,0
1,Canada,7/13/2021,1421438,1421438,336
59,British Columbia,7/14/2021,148228,148228,41
48,Alberta,7/14/2021,232582,232582,46
47,Saskatchewan,7/14/2021,49311,49311,7
46,Manitoba,7/14/2021,56986,56986,52
35,Ontario,7/14/2021,547562,547562,153
24,Quebec,7/14/2021,376044,376044,75
10,Newfoundland and Labrador,7/14/2021,1410,1410,3
13,New Brunswick,7/14/2021,2336,2336,0
12,Nova Scotia,7/14/2021,5870,5870,0
11,Prince Edward Island,7/14/2021,208,208,0
60,Yukon,7/14/2021,484,484,4
61,Northwest Territories,7/14/2021,128,128,0
62,Nunavut,7/14/2021,657,657,0
99,Repatriated travellers,7/14/2021,13,13,0
1,Canada,7/14/2021,1421819,1421819,381
59,British Columbia,7/15/2021,148286,148286,58
48,Alberta,7/15/2021,232635,232635,53
47,Saskatchewan,7/15/2021,49341,49341,30
46,Manitoba,7/15/2021,57026,57026,40
35,Ontario,7/15/2021,547705,547705,143
24,Quebec,7/15/2021,376109,376109,65
10,Newfoundland and Labrador,7/15/2021,1433,1433,23
13,New Brunswick,7/15/2021,2343,2343,7
12,Nova Scotia,7/15/2021,5870,5870,0
11,Prince Edward Island,7/15/2021,208,208,0
60,Yukon,7/15/2021,490,490,6
61,Northwest Territories,7/15/2021,128,128,0
62,Nunavut,7/15/2021,657,657,0
99,Repatriated travellers,7/15/2021,13,13,0
1,Canada,7/15/2021,1422244,1422244,425
59,British Columbia,7/16/2021,148331,148331,45
48,Alberta,7/16/2021,232676,232676,41
47,Saskatchewan,7/16/2021,49362,49362,21
46,Manitoba,7/16/2021,57065,57065,39
35,Ontario,7/16/2021,547864,547864,159
24,Quebec,7/16/2021,376192,376192,83
10,Newfoundland and Labrador,7/16/2021,1433,1433,0
13,New Brunswick,7/16/2021,2345,2345,2
12,Nova Scotia,7/16/2021,5870,5870,0
11,Prince Edward Island,7/16/2021,208,208,0
60,Yukon,7/16/2021,497,497,7
61,Northwest Territories,7/16/2021,128,128,0
62,Nunavut,7/16/2021,657,657,0
99,Repatriated travellers,7/16/2021,13,13,0
1,Canada,7/16/2021,1422641,1422641,397
59,British Columbia,7/17/2021,148387,148387,56
48,Alberta,7/17/2021,232725,232725,49
47,Saskatchewan,7/17/2021,49397,49397,35
46,Manitoba,7/17/2021,57124,57124,59
35,Ontario,7/17/2021,548040,548040,176
24,Quebec,7/17/2021,376192,376192,0
10,Newfoundland and Labrador,7/17/2021,1433,1433,0
13,New Brunswick,7/17/2021,2345,2345,0
12,Nova Scotia,7/17/2021,5870,5870,0
11,Prince Edward Island,7/17/2021,208,208,0
60,Yukon,7/17/2021,502,502,5
61,Northwest Territories,7/17/2021,128,128,0
62,Nunavut,7/17/2021,657,657,0
99,Repatriated travellers,7/17/2021,13,13,0
1,Canada,7/17/2021,1423021,1423021,380
59,British Columbia,7/18/2021,148447,148447,60
48,Alberta,7/18/2021,232768,232768,43
47,Saskatchewan,7/18/2021,49433,49433,36
46,Manitoba,7/18/2021,57164,57164,40
35,Ontario,7/18/2021,548217,548217,177
24,Quebec,7/18/2021,376330,376330,138
10,Newfoundland and Labrador,7/18/2021,1433,1433,0
13,New Brunswick,7/18/2021,2346,2346,1
12,Nova Scotia,7/18/2021,5873,5873,3
11,Prince Edward Island,7/18/2021,208,208,0
60,Yukon,7/18/2021,502,502,0
61,Northwest Territories,7/18/2021,128,128,0
62,Nunavut,7/18/2021,657,657,0
99,Repatriated travellers,7/18/2021,13,13,0
1,Canada,7/18/2021,1423519,1423519,498
59,British Columbia,7/19/2021,148487,148487,40
48,Alberta,7/19/2021,232806,232806,38
47,Saskatchewan,7/19/2021,49450,49450,17
46,Manitoba,7/19/2021,57200,57200,36
35,Ontario,7/19/2021,548347,548347,130
24,Quebec,7/19/2021,376330,376330,0
10,Newfoundland and Labrador,7/19/2021,1437,1437,4
13,New Brunswick,7/19/2021,2346,2346,0
12,Nova Scotia,7/19/2021,5873,5873,0
11,Prince Edward Island,7/19/2021,208,208,0
60,Yukon,7/19/2021,502,502,0
61,Northwest Territories,7/19/2021,128,128,0
62,Nunavut,7/19/2021,657,657,0
99,Repatriated travellers,7/19/2021,13,13,0
1,Canada,7/19/2021,1423784,1423784,265
59,British Columbia,7/20/2021,148563,148563,76
48,Alberta,7/20/2021,232875,232875,69
47,Saskatchewan,7/20/2021,49472,49472,22
46,Manitoba,7/20/2021,57225,57225,25
35,Ontario,7/20/2021,548474,548474,127
24,Quebec,7/20/2021,376330,376330,0
10,Newfoundland and Labrador,7/20/2021,1437,1437,0
13,New Brunswick,7/20/2021,2346,2346,0
12,Nova Scotia,7/20/2021,5873,5873,0
11,Prince Edward Island,7/20/2021,208,208,0
60,Yukon,7/20/2021,522,522,20
61,Northwest Territories,7/20/2021,128,128,0
62,Nunavut,7/20/2021,657,657,0
99,Repatriated travellers,7/20/2021,13,13,0
1,Canada,7/20/2021,1424123,1424123,339
59,British Columbia,7/21/2021,148641,148641,78
48,Alberta,7/21/2021,232956,232956,81
47,Saskatchewan,7/21/2021,49525,49525,53
46,Manitoba,7/21/2021,57266,57266,41
35,Ontario,7/21/2021,548609,548609,135
24,Quebec,7/21/2021,376330,376330,0
10,Newfoundland and Labrador,7/21/2021,1437,1437,0
13,New Brunswick,7/21/2021,2346,2346,0
12,Nova Scotia,7/21/2021,5880,5880,7
11,Prince Edward Island,7/21/2021,208,208,0
60,Yukon,7/21/2021,527,527,5
61,Northwest Territories,7/21/2021,128,128,0
62,Nunavut,7/21/2021,657,657,0
99,Repatriated travellers,7/21/2021,13,13,0
1,Canada,7/21/2021,1424523,1424523,400
59,British Columbia,7/22/2021,148730,148730,89
48,Alberta,7/22/2021,233062,233062,106
47,Saskatchewan,7/22/2021,49556,49556,31
46,Manitoba,7/22/2021,57318,57318,52
35,Ontario,7/22/2021,548794,548794,185
24,Quebec,7/22/2021,376429,376429,99
10,Newfoundland and Labrador,7/22/2021,1437,1437,0
13,New Brunswick,7/22/2021,2347,2347,1
12,Nova Scotia,7/22/2021,5880,5880,0
11,Prince Edward Island,7/22/2021,208,208,0
60,Yukon,7/22/2021,534,534,7
61,Northwest Territories,7/22/2021,128,128,0
62,Nunavut,7/22/2021,657,657,0
99,Repatriated travellers,7/22/2021,13,13,0
1,Canada,7/22/2021,1425093,1425093,570
59,British Columbia,7/23/2021,148842,148842,112
48,Alberta,7/23/2021,233160,233160,98
47,Saskatchewan,7/23/2021,49608,49608,52
46,Manitoba,7/23/2021,57359,57359,41
35,Ontario,7/23/2021,548986,548986,192
24,Quebec,7/23/2021,376530,376530,101
10,Newfoundland and Labrador,7/23/2021,1437,1437,0
13,New Brunswick,7/23/2021,2350,2350,3
12,Nova Scotia,7/23/2021,5882,5882,2
11,Prince Edward Island,7/23/2021,208,208,0
60,Yukon,7/23/2021,551,551,17
61,Northwest Territories,7/23/2021,128,128,0
62,Nunavut,7/23/2021,657,657,0
99,Repatriated travellers,7/23/2021,13,13,0
1,Canada,7/23/2021,1425711,1425711,618
59,British Columbia,7/24/2021,148936,148936,94
48,Alberta,7/24/2021,233311,233311,151
47,Saskatchewan,7/24/2021,49656,49656,48
46,Manitoba,7/24/2021,57413,57413,54
35,Ontario,7/24/2021,549156,549156,170
24,Quebec,7/24/2021,376530,376530,0
10,Newfoundland and Labrador,7/24/2021,1437,1437,0
13,New Brunswick,7/24/2021,2350,2350,0
12,Nova Scotia,7/24/2021,5882,5882,0
11,Prince Edward Island,7/24/2021,208,208,0
60,Yukon,7/24/2021,551,551,0
61,Northwest Territories,7/24/2021,128,128,0
62,Nunavut,7/24/2021,657,657,0
99,Repatriated travellers,7/24/2021,13,13,0
1,Canada,7/24/2021,1426228,1426228,517
59,British Columbia,7/25/2021,149015,149015,79
48,Alberta,7/25/2021,233453,233453,142
47,Saskatchewan,7/25/2021,49683,49683,27
46,Manitoba,7/25/2021,57445,57445,32
35,Ontario,7/25/2021,549328,549328,172
24,Quebec,7/25/2021,376753,376753,223
10,Newfoundland and Labrador,7/25/2021,1437,1437,0
13,New Brunswick,7/25/2021,2350,2350,0
12,Nova Scotia,7/25/2021,5882,5882,0
11,Prince Edward Island,7/25/2021,208,208,0
60,Yukon,7/25/2021,551,551,0
61,Northwest Territories,7/25/2021,128,128,0
62,Nunavut,7/25/2021,657,657,0
99,Repatriated travellers,7/25/2021,13,13,0
1,Canada,7/25/2021,1426903,1426903,675
59,British Columbia,7/26/2021,149109,149109,94
48,Alberta,7/26/2021,233547,233547,94
47,Saskatchewan,7/26/2021,49727,49727,44
46,Manitoba,7/26/2021,57453,57453,8
35,Ontario,7/26/2021,549447,549447,119
24,Quebec,7/26/2021,376828,376828,75
10,Newfoundland and Labrador,7/26/2021,1437,1437,0
13,New Brunswick,7/26/2021,2351,2351,1
12,Nova Scotia,7/26/2021,5883,5883,1
11,Prince Edward Island,7/26/2021,208,208,0
60,Yukon,7/26/2021,551,551,0
61,Northwest Territories,7/26/2021,128,128,0
62,Nunavut,7/26/2021,657,657,0
99,Repatriated travellers,7/26/2021,13,13,0
1,Canada,7/26/2021,1427339,1427339,436
59,British Columbia,7/27/2021,149259,149259,150
48,Alberta,7/27/2021,233681,233681,134
47,Saskatchewan,7/27/2021,49765,49765,38
46,Manitoba,7/27/2021,57476,57476,23
35,Ontario,7/27/2021,549576,549576,129
24,Quebec,7/27/2021,376901,376901,73
10,Newfoundland and Labrador,7/27/2021,1437,1437,0
13,New Brunswick,7/27/2021,2352,2352,1
12,Nova Scotia,7/27/2021,5885,5885,2
11,Prince Edward Island,7/27/2021,208,208,0
60,Yukon,7/27/2021,579,579,28
61,Northwest Territories,7/27/2021,128,128,0
62,Nunavut,7/27/2021,657,657,0
99,Repatriated travellers,7/27/2021,13,13,0
1,Canada,7/27/2021,1427917,1427917,578
59,British Columbia,7/28/2021,149444,149444,185
48,Alberta,7/28/2021,233875,233875,194
47,Saskatchewan,7/28/2021,49830,49830,65
46,Manitoba,7/28/2021,57501,57501,25
35,Ontario,7/28/2021,549734,549734,158
24,Quebec,7/28/2021,377034,377034,133
10,Newfoundland and Labrador,7/28/2021,1437,1437,0
13,New Brunswick,7/28/2021,2354,2354,2
12,Nova Scotia,7/28/2021,5885,5885,0
11,Prince Edward Island,7/28/2021,208,208,0
60,Yukon,7/28/2021,582,582,3
61,Northwest Territories,7/28/2021,128,128,0
62,Nunavut,7/28/2021,657,657,0
99,Repatriated travellers,7/28/2021,13,13,0
1,Canada,7/28/2021,1428682,1428682,765
59,British Columbia,7/29/2021,149646,149646,202
48,Alberta,7/29/2021,234108,234108,233
47,Saskatchewan,7/29/2021,49882,49882,52
46,Manitoba,7/29/2021,57547,57547,46
35,Ontario,7/29/2021,549952,549952,218
24,Quebec,7/29/2021,377172,377172,138
10,Newfoundland and Labrador,7/29/2021,1437,1437,0
13,New Brunswick,7/29/2021,2358,2358,4
12,Nova Scotia,7/29/2021,5886,5886,1
11,Prince Edward Island,7/29/2021,208,208,0
60,Yukon,7/29/2021,582,582,0
61,Northwest Territories,7/29/2021,128,128,0
62,Nunavut,7/29/2021,657,657,0
99,Repatriated travellers,7/29/2021,13,13,0
1,Canada,7/29/2021,1429576,1429576,894
59,British Columbia,7/30/2021,149889,149889,243
48,Alberta,7/30/2021,234295,234295,187
47,Saskatchewan,7/30/2021,49940,49940,58
46,Manitoba,7/30/2021,57593,57593,46
35,Ontario,7/30/2021,550178,550178,226
24,Quebec,7/30/2021,377297,377297,125
10,Newfoundland and Labrador,7/30/2021,1437,1437,0
13,New Brunswick,7/30/2021,2365,2365,7
12,Nova Scotia,7/30/2021,5887,5887,1
11,Prince Edward Island,7/30/2021,208,208,0
60,Yukon,7/30/2021,596,596,14
61,Northwest Territories,7/30/2021,128,128,0
62,Nunavut,7/30/2021,657,657,0
99,Repatriated travellers,7/30/2021,13,13,0
1,Canada,7/30/2021,1430483,1430483,907
59,British Columbia,7/31/2021,150049,150049,160
48,Alberta,7/31/2021,234535,234535,240
47,Saskatchewan,7/31/2021,50024,50024,84
46,Manitoba,7/31/2021,57620,57620,27
35,Ontario,7/31/2021,550436,550436,258
24,Quebec,7/31/2021,377297,377297,0
10,Newfoundland and Labrador,7/31/2021,1437,1437,0
13,New Brunswick,7/31/2021,2365,2365,0
12,Nova Scotia,7/31/2021,5887,5887,0
11,Prince Edward Island,7/31/2021,208,208,0
60,Yukon,7/31/2021,596,596,0
61,Northwest Territories,7/31/2021,128,128,0
62,Nunavut,7/31/2021,657,657,0
99,Repatriated travellers,7/31/2021,13,13,0
1,Canada,7/31/2021,1431252,1431252,769
59,British Columbia,8/1/2021,150245,150245,196
48,Alberta,8/1/2021,234765,234765,230
47,Saskatchewan,8/1/2021,50067,50067,43
46,Manitoba,8/1/2021,57654,57654,34
35,Ontario,8/1/2021,550654,550654,218
24,Quebec,8/1/2021,377644,377644,347
10,Newfoundland and Labrador,8/1/2021,1437,1437,0
13,New Brunswick,8/1/2021,2383,2383,18
12,Nova Scotia,8/1/2021,5887,5887,0
11,Prince Edward Island,8/1/2021,208,208,0
60,Yukon,8/1/2021,596,596,0
61,Northwest Territories,8/1/2021,128,128,0
62,Nunavut,8/1/2021,657,657,0
99,Repatriated travellers,8/1/2021,13,13,0
1,Canada,8/1/2021,1432338,1432338,1086
59,British Columbia,8/2/2021,150430,150430,185
48,Alberta,8/2/2021,234912,234912,147
47,Saskatchewan,8/2/2021,50096,50096,29
46,Manitoba,8/2/2021,57669,57669,15
35,Ontario,8/2/2021,550822,550822,168
24,Quebec,8/2/2021,377798,377798,154
10,Newfoundland and Labrador,8/2/2021,1440,1440,3
13,New Brunswick,8/2/2021,2383,2383,0
12,Nova Scotia,8/2/2021,5887,5887,0
11,Prince Edward Island,8/2/2021,208,208,0
60,Yukon,8/2/2021,596,596,0
61,Northwest Territories,8/2/2021,128,128,0
62,Nunavut,8/2/2021,657,657,0
99,Repatriated travellers,8/2/2021,13,13,0
1,Canada,8/2/2021,1433039,1433039,701
59,British Columbia,8/3/2021,150631,150631,201
48,Alberta,8/3/2021,235038,235038,126
47,Saskatchewan,8/3/2021,50120,50120,24
46,Manitoba,8/3/2021,57691,57691,22
35,Ontario,8/3/2021,550986,550986,164
24,Quebec,8/3/2021,377973,377973,175
10,Newfoundland and Labrador,8/3/2021,1440,1440,0
13,New Brunswick,8/3/2021,2394,2394,11
12,Nova Scotia,8/3/2021,5893,5893,6
11,Prince Edward Island,8/3/2021,208,208,0
60,Yukon,8/3/2021,603,603,7
61,Northwest Territories,8/3/2021,129,129,1
62,Nunavut,8/3/2021,657,657,0
99,Repatriated travellers,8/3/2021,13,13,0
1,Canada,8/3/2021,1433776,1433776,737
59,British Columbia,8/4/2021,150973,150973,342
48,Alberta,8/4/2021,235244,235244,206
47,Saskatchewan,8/4/2021,50181,50181,61
46,Manitoba,8/4/2021,57702,57702,11
35,Ontario,8/4/2021,551125,551125,139
24,Quebec,8/4/2021,378157,378157,184
10,Newfoundland and Labrador,8/4/2021,1441,1441,1
13,New Brunswick,8/4/2021,2396,2396,2
12,Nova Scotia,8/4/2021,5895,5895,2
11,Prince Edward Island,8/4/2021,211,211,3
60,Yukon,8/4/2021,610,610,7
61,Northwest Territories,8/4/2021,129,129,0
62,Nunavut,8/4/2021,657,657,0
99,Repatriated travellers,8/4/2021,13,13,0
1,Canada,8/4/2021,1434734,1434734,958
59,British Columbia,8/5/2021,151375,151375,402
48,Alberta,8/5/2021,235641,235641,397
47,Saskatchewan,8/5/2021,50251,50251,70
46,Manitoba,8/5/2021,57739,57739,37
35,Ontario,8/5/2021,551338,551338,213
24,Quebec,8/5/2021,378462,378462,305
10,Newfoundland and Labrador,8/5/2021,1441,1441,0
13,New Brunswick,8/5/2021,2408,2408,12
12,Nova Scotia,8/5/2021,5899,5899,4
11,Prince Edward Island,8/5/2021,212,212,1
60,Yukon,8/5/2021,616,616,6
61,Northwest Territories,8/5/2021,129,129,0
62,Nunavut,8/5/2021,657,657,0
99,Repatriated travellers,8/5/2021,13,13,0
1,Canada,8/5/2021,1436181,1436181,1447
59,British Columbia,8/6/2021,151839,151839,464
48,Alberta,8/6/2021,236010,236010,369
47,Saskatchewan,8/6/2021,50338,50338,87
46,Manitoba,8/6/2021,57764,57764,25
35,Ontario,8/6/2021,551678,551678,340
24,Quebec,8/6/2021,378680,378680,218
10,Newfoundland and Labrador,8/6/2021,1443,1443,2
13,New Brunswick,8/6/2021,2414,2414,6
12,Nova Scotia,8/6/2021,5900,5900,1
11,Prince Edward Island,8/6/2021,212,212,0
60,Yukon,8/6/2021,623,623,7
61,Northwest Territories,8/6/2021,130,130,1
62,Nunavut,8/6/2021,657,657,0
99,Repatriated travellers,8/6/2021,13,13,0
1,Canada,8/6/2021,1437701,1437701,1520
59,British Columbia,8/7/2021,152261,152261,422
48,Alberta,8/7/2021,236408,236408,398
47,Saskatchewan,8/7/2021,50477,50477,139
46,Manitoba,8/7/2021,57793,57793,29
35,Ontario,8/7/2021,552056,552056,378
24,Quebec,8/7/2021,378680,378680,0
10,Newfoundland and Labrador,8/7/2021,1443,1443,0
13,New Brunswick,8/7/2021,2414,2414,0
12,Nova Scotia,8/7/2021,5900,5900,0
11,Prince Edward Island,8/7/2021,212,212,0
60,Yukon,8/7/2021,624,624,1
61,Northwest Territories,8/7/2021,130,130,0
62,Nunavut,8/7/2021,657,657,0
99,Repatriated travellers,8/7/2021,13,13,0
1,Canada,8/7/2021,1439068,1439068,1367
59,British Columbia,8/8/2021,152625,152625,364
48,Alberta,8/8/2021,236783,236783,375
47,Saskatchewan,8/8/2021,50558,50558,81
46,Manitoba,8/8/2021,57831,57831,38
35,Ontario,8/8/2021,552479,552479,423
24,Quebec,8/8/2021,379189,379189,509
10,Newfoundland and Labrador,8/8/2021,1443,1443,0
13,New Brunswick,8/8/2021,2434,2434,20
12,Nova Scotia,8/8/2021,5900,5900,0
11,Prince Edward Island,8/8/2021,212,212,0
60,Yukon,8/8/2021,624,624,0
61,Northwest Territories,8/8/2021,130,130,0
62,Nunavut,8/8/2021,657,657,0
99,Repatriated travellers,8/8/2021,13,13,0
1,Canada,8/8/2021,1440878,1440878,1810
59,British Columbia,8/9/2021,152918,152918,293
48,Alberta,8/9/2021,237027,237027,244
47,Saskatchewan,8/9/2021,50614,50614,56
46,Manitoba,8/9/2021,57860,57860,29
35,Ontario,8/9/2021,552804,552804,325
24,Quebec,8/9/2021,379439,379439,250
10,Newfoundland and Labrador,8/9/2021,1443,1443,0
13,New Brunswick,8/9/2021,2439,2439,5
12,Nova Scotia,8/9/2021,5907,5907,7
11,Prince Edward Island,8/9/2021,212,212,0
60,Yukon,8/9/2021,624,624,0
61,Northwest Territories,8/9/2021,130,130,0
62,Nunavut,8/9/2021,657,657,0
99,Repatriated travellers,8/9/2021,13,13,0
1,Canada,8/9/2021,1442087,1442087,1209
59,British Columbia,8/10/2021,153313,153313,395
48,Alberta,8/10/2021,237306,237306,279
47,Saskatchewan,8/10/2021,50679,50679,65
46,Manitoba,8/10/2021,57891,57891,31
35,Ontario,8/10/2021,553125,553125,321
24,Quebec,8/10/2021,379673,379673,234
10,Newfoundland and Labrador,8/10/2021,1443,1443,0
13,New Brunswick,8/10/2021,2447,2447,8
12,Nova Scotia,8/10/2021,5908,5908,1
11,Prince Edward Island,8/10/2021,214,214,2
60,Yukon,8/10/2021,633,633,9
61,Northwest Territories,8/10/2021,131,131,1
62,Nunavut,8/10/2021,657,657,0
99,Repatriated travellers,8/10/2021,13,13,0
1,Canada,8/10/2021,1443433,1443433,1346
59,British Columbia,8/11/2021,153849,153849,536
48,Alberta,8/11/2021,237807,237807,501
47,Saskatchewan,8/11/2021,50771,50771,92
46,Manitoba,8/11/2021,57913,57913,22
35,Ontario,8/11/2021,553449,553449,324
24,Quebec,8/11/2021,380038,380038,365
10,Newfoundland and Labrador,8/11/2021,1443,1443,0
13,New Brunswick,8/11/2021,2460,2460,13
12,Nova Scotia,8/11/2021,5911,5911,3
11,Prince Edward Island,8/11/2021,216,216,2
60,Yukon,8/11/2021,636,636,3
61,Northwest Territories,8/11/2021,131,131,0
62,Nunavut,8/11/2021,657,657,0
99,Repatriated travellers,8/11/2021,13,13,0
1,Canada,8/11/2021,1445294,1445294,1861
59,British Columbia,8/12/2021,154362,154362,513
48,Alberta,8/12/2021,238357,238357,550
47,Saskatchewan,8/12/2021,50909,50909,138
46,Manitoba,8/12/2021,57951,57951,38
35,Ontario,8/12/2021,553962,553962,513
24,Quebec,8/12/2021,380407,380407,369
10,Newfoundland and Labrador,8/12/2021,1443,1443,0
13,New Brunswick,8/12/2021,2471,2471,11
12,Nova Scotia,8/12/2021,5918,5918,7
11,Prince Edward Island,8/12/2021,216,216,0
60,Yukon,8/12/2021,638,638,2
61,Northwest Territories,8/12/2021,131,131,0
62,Nunavut,8/12/2021,657,657,0
99,Repatriated travellers,8/12/2021,13,13,0
1,Canada,8/12/2021,1447435,1447435,2141
59,British Columbia,8/13/2021,155079,155079,717
48,Alberta,8/13/2021,238939,238939,582
47,Saskatchewan,8/13/2021,51034,51034,125
46,Manitoba,8/13/2021,57972,57972,21
35,Ontario,8/13/2021,554472,554472,510
24,Quebec,8/13/2021,380833,380833,426
10,Newfoundland and Labrador,8/13/2021,1447,1447,4
13,New Brunswick,8/13/2021,2490,2490,19
12,Nova Scotia,8/13/2021,5919,5919,1
11,Prince Edward Island,8/13/2021,218,218,2
60,Yukon,8/13/2021,647,647,9
61,Northwest Territories,8/13/2021,131,131,0
62,Nunavut,8/13/2021,657,657,0
99,Repatriated travellers,8/13/2021,13,13,0
1,Canada,8/13/2021,1449851,1449851,2416
59,British Columbia,8/14/2021,155611,155611,532
48,Alberta,8/14/2021,239503,239503,564
47,Saskatchewan,8/14/2021,51162,51162,128
46,Manitoba,8/14/2021,57996,57996,24
35,Ontario,8/14/2021,555050,555050,578
24,Quebec,8/14/2021,381266,381266,433
10,Newfoundland and Labrador,8/14/2021,1447,1447,0
13,New Brunswick,8/14/2021,2490,2490,0
12,Nova Scotia,8/14/2021,5919,5919,0
11,Prince Edward Island,8/14/2021,218,218,0
60,Yukon,8/14/2021,647,647,0
61,Northwest Territories,8/14/2021,131,131,0
62,Nunavut,8/14/2021,657,657,0
99,Repatriated travellers,8/14/2021,13,13,0
1,Canada,8/14/2021,1452110,1452110,2259
59,British Columbia,8/15/2021,156052,156052,441
48,Alberta,8/15/2021,239954,239954,451
47,Saskatchewan,8/15/2021,51305,51305,143
46,Manitoba,8/15/2021,58012,58012,16
35,Ontario,8/15/2021,555561,555561,511
24,Quebec,8/15/2021,381587,381587,321
10,Newfoundland and Labrador,8/15/2021,1447,1447,0
13,New Brunswick,8/15/2021,2490,2490,0
12,Nova Scotia,8/15/2021,5919,5919,0
11,Prince Edward Island,8/15/2021,218,218,0
60,Yukon,8/15/2021,647,647,0
61,Northwest Territories,8/15/2021,133,133,2
62,Nunavut,8/15/2021,657,657,0
99,Repatriated travellers,8/15/2021,13,13,0
1,Canada,8/15/2021,1453995,1453995,1885
59,British Columbia,8/16/2021,156513,156513,461
48,Alberta,8/16/2021,240346,240346,392
47,Saskatchewan,8/16/2021,51392,51392,87
46,Manitoba,8/16/2021,58049,58049,37
35,Ontario,8/16/2021,556087,556087,526
24,Quebec,8/16/2021,381996,381996,409
10,Newfoundland and Labrador,8/16/2021,1450,1450,3
13,New Brunswick,8/16/2021,2530,2530,40
12,Nova Scotia,8/16/2021,5928,5928,9
11,Prince Edward Island,8/16/2021,220,220,2
60,Yukon,8/16/2021,647,647,0
61,Northwest Territories,8/16/2021,146,146,13
62,Nunavut,8/16/2021,657,657,0
99,Repatriated travellers,8/16/2021,13,13,0
1,Canada,8/16/2021,1455974,1455974,1979
59,British Columbia,8/17/2021,157014,157014,501
48,Alberta,8/17/2021,240753,240753,407
47,Saskatchewan,8/17/2021,51500,51500,108
46,Manitoba,8/17/2021,58071,58071,22
35,Ontario,8/17/2021,556435,556435,348
24,Quebec,8/17/2021,382319,382319,323
10,Newfoundland and Labrador,8/17/2021,1450,1450,0
13,New Brunswick,8/17/2021,2543,2543,13
12,Nova Scotia,8/17/2021,5929,5929,1
11,Prince Edward Island,8/17/2021,221,221,1
60,Yukon,8/17/2021,647,647,0
61,Northwest Territories,8/17/2021,202,202,56
62,Nunavut,8/17/2021,657,657,0
99,Repatriated travellers,8/17/2021,13,13,0
1,Canada,8/17/2021,1457754,1457754,1780
59,British Columbia,8/18/2021,157567,157567,553
48,Alberta,8/18/2021,241431,241431,678
47,Saskatchewan,8/18/2021,51631,51631,131
46,Manitoba,8/18/2021,58105,58105,34
35,Ontario,8/18/2021,556920,556920,485
24,Quebec,8/18/2021,382755,382755,436
10,Newfoundland and Labrador,8/18/2021,1456,1456,6
13,New Brunswick,8/18/2021,2559,2559,16
12,Nova Scotia,8/18/2021,5938,5938,9
11,Prince Edward Island,8/18/2021,221,221,0
60,Yukon,8/18/2021,660,660,13
61,Northwest Territories,8/18/2021,259,259,57
62,Nunavut,8/18/2021,657,657,0
99,Repatriated travellers,8/18/2021,13,13,0
1,Canada,8/18/2021,1460172,1460172,2418
59,British Columbia,8/19/2021,158256,158256,689
48,Alberta,8/19/2021,242248,242248,817
47,Saskatchewan,8/19/2021,51821,51821,190
46,Manitoba,8/19/2021,58134,58134,29
35,Ontario,8/19/2021,557451,557451,531
24,Quebec,8/19/2021,383191,383191,436
10,Newfoundland and Labrador,8/19/2021,1456,1456,0
13,New Brunswick,8/19/2021,2580,2580,21
12,Nova Scotia,8/19/2021,5946,5946,8
11,Prince Edward Island,8/19/2021,221,221,0
60,Yukon,8/19/2021,671,671,11
61,Northwest Territories,8/19/2021,259,259,0
62,Nunavut,8/19/2021,657,657,0
99,Repatriated travellers,8/19/2021,13,13,0
1,Canada,8/19/2021,1462904,1462904,2732
59,British Columbia,8/20/2021,158919,158919,663
48,Alberta,8/20/2021,242997,242997,749
47,Saskatchewan,8/20/2021,52065,52065,244
46,Manitoba,8/20/2021,58176,58176,42
35,Ontario,8/20/2021,558101,558101,650
24,Quebec,8/20/2021,383718,383718,527
10,Newfoundland and Labrador,8/20/2021,1458,1458,2
13,New Brunswick,8/20/2021,2614,2614,34
12,Nova Scotia,8/20/2021,5956,5956,10
11,Prince Edward Island,8/20/2021,221,221,0
60,Yukon,8/20/2021,671,671,0
61,Northwest Territories,8/20/2021,300,300,41
62,Nunavut,8/20/2021,657,657,0
99,Repatriated travellers,8/20/2021,13,13,0
1,Canada,8/20/2021,1465866,1465866,2962
59,British Columbia,8/21/2021,159643,159643,724
48,Alberta,8/21/2021,243818,243818,821
47,Saskatchewan,8/21/2021,52252,52252,187
